loc_name;dat_year;dat_value;rec_samplingtype;loc_area;rec_unit
Adour Estuary commercial catch;1986;8;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;1987;9.5;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;1988;12;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;1989;9;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;1990;3.2;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;1991;1.5;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;1992;8;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;1993;5.5;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;1994;3;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;1995;7.5;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;1996;4.1;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;1997;4.6;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;1998;1.5;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;1999;4.3;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;2000;10;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;2001;2;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;2002;1.8;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;2003;0.6;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;2004;1.8;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;2005;3.2;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;2006;1.7;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;2007;1.4;commercial catch;Atlantic Ocean;t
Adour Estuary commercial catch;2008;1.7;commercial catch;Atlantic Ocean;t
Adour Estuary (CPUE) commercial CPUE;1928;5;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1929;5.5;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1930;6.7;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1931;18.7;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1966;5.1;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1967;6.4;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1968;10.1;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1969;5;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1970;7.5;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1971;4.6;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1972;4.4;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1973;4.5;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1974;7.4;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1975;5;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1976;11;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1979;10;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1980;5;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1985;2.4;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1986;1.5;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1987;3.3;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1988;3.7;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1989;4.1;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1990;1.2;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1991;0.7;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1992;2.9;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1993;2.4;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1994;1.4;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1995;2.6;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1996;1.53;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1997;1.6;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1998;1.07;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;1999;1.82;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;2000;4.43;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;2001;0.49;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;2002;0.89;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;2003;0.31;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;2004;0.6;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;2005;1.13;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;2006;0.72;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;2007;0.66;commercial CPUE;Atlantic Ocean;cpue        
Adour Estuary (CPUE) commercial CPUE;2008;1.05;commercial CPUE;Atlantic Ocean;cpue        
Albufera de Valencia commercial catch;1949;9319;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1950;3828;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1951;2093;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1953;2535;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1954;5910;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1955;906;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1956;884;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1957;2833;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1958;402;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1959;6637;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1960;9453;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1961;16731;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1962;11088;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1963;7997;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1964;11000;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1965;4000;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1966;6000;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1967;5000;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1968;4000;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1969;4000;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1970;5000;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1971;1000;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1972;1000;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1973;1000;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1974;2000;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1975;1000;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1976;6000;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1977;5000;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1982;1309;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1983;640;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1984;2387;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1985;2980;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1986;402;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1987;2845;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1988;4255;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1989;2513;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1990;1321;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1991;1079;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1992;830;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1993;355;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1994;303;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1995;199;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1996;271;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1997;366;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1998;1348;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;1999;615;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2000;323;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2001;569;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2002;557;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2003;390;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2004;269;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2005;230;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2006;203;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2007;283;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2008;119;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2009;77;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2010;125;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2011;151;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2012;123;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2013;112;commercial catch;Mediterannean Sea;Kg          
Albufera de Valencia commercial catch;2014;109;commercial catch;Mediterannean Sea;Kg          
Bann trapping partial;1960;7409;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1961;4939;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1962;6740;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1963;9077;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1964;3137;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1965;3801;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1966;6183;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1967;1899;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1968;2525;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1969;422;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1970;3992;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1971;4157;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1972;2905;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1973;2524;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1974;5859;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1975;4637;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1976;2920;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1977;6443;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1978;5034;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1979;2089;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1980;2486;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1981;3023;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1982;3854;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1983;242;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1984;1534;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1985;557;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1986;1848;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1987;1683;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1988;2647;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1989;1568;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1990;2293;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1991;677;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1992;978;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1993;1525;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1994;1249;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1995;1403;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1996;2668;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1997;2533;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1998;1283;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;1999;1345;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2000;563;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2001;315;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2002;1092;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2003;1210;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2004;342;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2005;852;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2006;456;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2007;444;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2008;24;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2009;158;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2010;68;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2011;16;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2012;189;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2013;344;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2014;699;trapping partial;Atlantic Ocean;Kg          
Bann trapping partial;2015;306;trapping partial;Atlantic Ocean;Kg          
Bresle trapping all;1994;25277;trapping all;Atlantic Ocean;Number      
Bresle trapping all;1995;23068;trapping all;Atlantic Ocean;Number      
Bresle trapping all;1996;9140;trapping all;Atlantic Ocean;Number      
Bresle trapping all;1997;15849;trapping all;Atlantic Ocean;Number      
Bresle trapping all;1998;10547;trapping all;Atlantic Ocean;Number      
Bresle trapping all;1999;3558;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2000;7403;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2001;5980;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2002;4394;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2003;18932;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2004;11178;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2005;5976;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2006;3206;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2007;6132;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2008;3010;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2009;6911;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2010;8097;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2011;3536;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2012;2890;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2013;6063;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2014;4792;trapping all;Atlantic Ocean;Number      
Bresle trapping all;2015;4206;trapping all;Atlantic Ocean;Number      
Ebro commercial catch;1966;4651;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1967;4937;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1968;8858;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1969;2524;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1970;2947;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1971;2022;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1972;1261;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1973;1129;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1974;1354;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1975;2466;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1976;5626;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1978;3400;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1979;4177;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1980;3514;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1981;3800;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1982;2636;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1983;2327;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1984;1815;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1985;1690;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1986;301;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1987;2027;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1990;1108;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1991;897;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1992;323;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1993;799;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1994;350;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1995;190;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1996;409;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1997;847;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1998;939;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;1999;465;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2000;112;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2001;1383;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2002;922;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2003;1557.91;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2004;563.839;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2005;297.66;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2006;557;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2007;610.67;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2008;445;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2009;411;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2010;501;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2011;419;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2012;1158.4;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2013;1117;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2014;1470;commercial catch;Mediterannean Sea;Kg          
Ebro commercial catch;2015;1397;commercial catch;Mediterannean Sea;Kg          
Ems commercial catch;1946;600;commercial catch;North sea;Kg          
Ems commercial catch;1947;1438;commercial catch;North sea;Kg          
Ems commercial catch;1948;1640;commercial catch;North sea;Kg          
Ems commercial catch;1949;1182;commercial catch;North sea;Kg          
Ems commercial catch;1950;875;commercial catch;North sea;Kg          
Ems commercial catch;1951;719;commercial catch;North sea;Kg          
Ems commercial catch;1952;1516;commercial catch;North sea;Kg          
Ems commercial catch;1953;3275;commercial catch;North sea;Kg          
Ems commercial catch;1954;5369;commercial catch;North sea;Kg          
Ems commercial catch;1955;4795;commercial catch;North sea;Kg          
